 0.00     293.00000
 3.00     291.98618
 6.00     291.29565
 9.00     290.81345
12.00     290.47153
15.00     290.22675
18.00     290.05029
21.00     289.92255
24.00     289.82980
27.00     289.76233
30.00     289.71313
33.00     289.67725
36.00     289.65103
39.00     289.63187
42.00     289.61786
45.00     289.60760
48.00     289.60013
51.00     289.59464
54.00     289.59061
57.00     289.58768
60.00     289.58554
63.00     289.58398
66.00     289.58282
69.00     289.58197
72.00     289.58136
75.00     289.58090
78.00     289.58060
81.00     289.58032
84.00     289.58014
87.00     289.58002
90.00     289.57993
93.00     289.57986
96.00     289.57983
99.00     289.57977
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
*****     289.57974
